Gene_ID	Gene_Name	Cross-validated R2	Kernel	Degree	C	Population
ENSG00000196943.8	NOP9	0.000489809371843619	sigmoid	2	0.5	AFHI
ENSG00000175938.6	ORAI3	0.000493762249527085	sigmoid	2	0.5	AFHI
ENSG00000057757.5	PITHD1	0.000496853410629705	poly	2	0.05	AFHI
ENSG00000143224.12	PPOX	0.000497472072583127	poly	2	0.05	AFHI
ENSG00000147324.6	MFHAS1	0.000501022593326828	sigmoid	2	1	AFHI
ENSG00000047315.10	POLR2B	0.00050702692426916	poly	6	0.005	AFHI
ENSG00000197226.8	TBC1D9B	0.000524486728190166	rbf	2	0.1	AFHI
ENSG00000016864.12	GLT8D1	0.000528446956459172	sigmoid	2	0.1	AFHI
ENSG00000139133.2	ALG10	0.000550819483869791	poly	7	5e-04	AFHI
ENSG00000124074.7	ENKD1	0.000555065096525409	rbf	2	0.1	AFHI
ENSG00000141446.6	ESCO1	0.000556604707338204	poly	7	0.005	AFHI
ENSG00000173193.9	PARP14	0.000567680626440747	poly	4	0.01	AFHI
ENSG00000167491.12	GATAD2A	0.000570187867859873	sigmoid	2	0.5	AFHI
ENSG00000183734.4	ASCL2	0.000579926534046638	poly	6	0.001	AFHI
ENSG00000065357.15	DGKA	0.000591241294578815	sigmoid	2	0.5	AFHI
ENSG00000051009.6	FAM160A2	0.000607482567603101	poly	6	0.005	AFHI
ENSG00000122566.16	HNRNPA2B1	0.000610774339723008	sigmoid	2	0.5	AFHI
ENSG00000198856.8	OSTC	0.000620223099169848	poly	6	0.005	AFHI
ENSG00000177663.9	IL17RA	0.000622506292937386	sigmoid	2	0.5	AFHI
ENSG00000065978.13	YBX1	0.000630492838323438	poly	6	0.005	AFHI
ENSG00000239779.2	WBP1	0.000633637891457828	sigmoid	2	0.1	AFHI
ENSG00000196371.2	FUT4	0.000640503717230412	sigmoid	2	0.5	AFHI
ENSG00000166582.5	CENPV	0.000642595945706659	poly	7	0.001	AFHI
ENSG00000141232.4	TOB1	0.000676858580456297	rbf	2	0.1	AFHI
ENSG00000168610.10	STAT3	0.000681359593875652	sigmoid	2	0.1	AFHI
ENSG00000204628.7	GNB2L1	0.000683038030455951	sigmoid	2	0.5	AFHI
ENSG00000112659.9	CUL9	0.000694878024607881	poly	7	0.005	AFHI
ENSG00000187554.7	TLR5	0.000701958062909713	poly	7	0.005	AFHI
ENSG00000173757.5	STAT5B	0.000704721824174714	sigmoid	2	0.1	AFHI
ENSG00000107099.11	DOCK8	0.00070635027282584	sigmoid	2	0.1	AFHI
ENSG00000126215.9	XRCC3	0.000712409342677711	sigmoid	2	0.5	AFHI
ENSG00000099624.3	ATP5D	0.000713900944059764	sigmoid	2	0.1	AFHI
ENSG00000101126.11	ADNP	0.000714352768575965	sigmoid	2	0.1	AFHI
ENSG00000179820.11	MYADM	0.000716288110046714	poly	7	0.001	AFHI
ENSG00000110911.10	SLC11A2	0.000727187973869858	poly	7	1e-04	AFHI
ENSG00000105607.8	GCDH	0.000740179241682015	poly	7	0.001	AFHI
ENSG00000253797.2	UTP14C	0.000748998946642709	sigmoid	2	0.1	AFHI
ENSG00000187688.10	TRPV2	0.000749296486057216	poly	2	0.1	AFHI
ENSG00000162482.4	AKR7A3	0.000751337509081051	poly	7	0.005	AFHI
ENSG00000088682.9	COQ9	0.000763768329122283	poly	5	0.05	AFHI
ENSG00000116237.11	ICMT	0.000766873291023451	rbf	2	0.1	AFHI
ENSG00000065268.6	WDR18	0.00077348292345274	sigmoid	2	0.1	AFHI
ENSG00000141506.9	PIK3R5	0.000781883619268564	sigmoid	2	0.5	AFHI
ENSG00000180233.9	ZNRF2	0.000784024868743272	poly	5	0.005	AFHI
ENSG00000116497.13	S100PBP	0.00079305494081976	rbf	2	0.1	AFHI
ENSG00000083642.14	PDS5B	0.00080583155788776	poly	7	0.005	AFHI
ENSG00000173372.12	C1QA	0.000812052132637819	poly	2	0.05	AFHI
ENSG00000106346.7	USP42	0.000812860786084846	linear	2	1e-04	AFHI
ENSG00000134531.5	EMP1	0.00081920174872101	sigmoid	2	0.1	AFHI
ENSG00000168685.10	IL7R	0.000825343710603721	sigmoid	2	0.1	AFHI
ENSG00000120306.5	CYSTM1	0.000841744836638125	rbf	2	0.05	AFHI
ENSG00000130707.13	ASS1	0.000848132994880069	poly	7	0.001	AFHI
ENSG00000162910.14	MRPL55	0.000850101910783652	poly	7	0.01	AFHI
ENSG00000115355.11	CCDC88A	0.000859905171608055	poly	2	0.05	AFHI
ENSG00000084234.12	APLP2	0.000859987732148726	rbf	2	0.1	AFHI
ENSG00000089057.10	SLC23A2	0.000862564654893339	poly	7	0.005	AFHI
ENSG00000133460.15	SLC2A11	0.000864320127843588	poly	2	0.05	AFHI
ENSG00000179241.8	LDLRAD3	0.000873553160809681	poly	7	0.05	AFHI
ENSG00000004866.14	ST7	0.000879457297942277	poly	7	0.001	AFHI
ENSG00000180098.5	TRNAU1AP	0.000880485691377308	poly	4	0.001	AFHI
ENSG00000121289.12	CEP89	0.000881805650141709	poly	2	0.05	AFHI
ENSG00000204304.6	PBX2	0.00089335088191389	poly	7	0.005	AFHI
ENSG00000100605.12	ITPK1	0.000893542176992268	poly	7	0.01	AFHI
ENSG00000105443.9	CYTH2	0.000893892683618791	sigmoid	2	0.1	AFHI
ENSG00000167840.9	ZNF232	0.000902374985287024	poly	6	0.01	AFHI
ENSG00000099899.10	TRMT2A	0.000904225522872482	poly	7	0.005	AFHI
ENSG00000161960.10	EIF4A1	0.000904910525330283	sigmoid	2	0.5	AFHI
ENSG00000081237.14	PTPRC	0.000908582001772951	rbf	2	0.05	AFHI
ENSG00000148090.7	AUH	0.000925889991776718	sigmoid	2	0.1	AFHI
ENSG00000082074.11	FYB	0.000927035199106019	sigmoid	2	0.1	AFHI
ENSG00000256043.2	CTSO	0.000937960369136159	sigmoid	2	0.1	AFHI
ENSG00000037897.12	METTL1	0.000939672294672334	poly	7	0.001	AFHI
ENSG00000198053.7	SIRPA	0.00094019664763092	sigmoid	2	0.1	AFHI
ENSG00000143321.14	HDGF	0.000947611389538183	rbf	2	0.1	AFHI
ENSG00000170802.11	FOXN2	0.000949206430950156	poly	3	0.01	AFHI
ENSG00000100941.4	PNN	0.000951810632465766	poly	7	0.005	AFHI
ENSG00000182040.4	USH1G	0.000954441921960569	poly	7	0.001	AFHI
ENSG00000128563.9	PRKRIP1	0.000985433234595678	sigmoid	2	0.1	AFHI
ENSG00000173137.7	ADCK5	0.000986410716561403	poly	7	0.001	AFHI
ENSG00000120333.4	MRPS14	0.000997449347819512	sigmoid	2	0.5	AFHI
ENSG00000178105.5	DDX10	0.000997533275449114	poly	3	0.05	AFHI
ENSG00000169217.4	CD2BP2	0.000998302109861648	sigmoid	2	0.1	AFHI
ENSG00000127528.5	KLF2	0.00099947836159564	sigmoid	2	0.5	AFHI
ENSG00000106268.11	NUDT1	0.000999575900467686	poly	2	0.1	AFHI
ENSG00000126581.8	BECN1	0.00100731847605111	rbf	2	0.1	AFHI
ENSG00000150459.8	SAP18	0.00101194764418848	sigmoid	2	0.5	AFHI
ENSG00000198898.7	CAPZA2	0.00101769625517076	rbf	2	0.05	AFHI
ENSG00000137275.9	RIPK1	0.00101993452206948	rbf	2	0.1	AFHI
ENSG00000054611.9	TBC1D22A	0.00102582736340997	sigmoid	2	0.1	AFHI
ENSG00000146834.9	MEPCE	0.00103881004550064	poly	2	0.1	AFHI
ENSG00000108984.9	MAP2K6	0.00104839925082012	sigmoid	2	0.1	AFHI
ENSG00000138750.10	NUP54	0.00105499860813956	poly	6	0.05	AFHI
ENSG00000198420.5	FAM115A	0.00105554383918172	poly	6	5e-04	AFHI
ENSG00000180423.4	HARBI1	0.00106002949818551	poly	4	0.005	AFHI
ENSG00000008516.12	MMP25	0.00106981865802631	rbf	2	0.05	AFHI
ENSG00000110321.11	EIF4G2	0.00108321129534583	sigmoid	2	0.1	AFHI
ENSG00000182952.4	HMGN4	0.00108567407495821	poly	3	0.05	AFHI
ENSG00000017260.15	ATP2C1	0.00108572947883536	poly	5	0.01	AFHI
ENSG00000102931.3	ARL2BP	0.00109801777581151	sigmoid	2	0.5	AFHI
ENSG00000104221.8	BRF2	0.0010993246787447	poly	7	0.001	AFHI
ENSG00000120594.11	PLXDC2	0.0011037930317179	poly	2	0.05	AFHI
ENSG00000157106.12	SMG1	0.00111274105007908	poly	3	0.01	AFHI
ENSG00000166454.5	ATMIN	0.00111807693366335	poly	2	0.05	AFHI
ENSG00000110719.5	TCIRG1	0.00115071358026126	sigmoid	2	0.5	AFHI
ENSG00000110080.14	ST3GAL4	0.00115080266400021	poly	4	0.01	AFHI
ENSG00000188647.8	PTAR1	0.00115346746494154	poly	3	0.01	AFHI
ENSG00000112078.9	KCTD20	0.00116233607702263	rbf	2	0.1	AFHI
ENSG00000143891.12	GALM	0.00116489878332637	poly	6	0.01	AFHI
ENSG00000119541.5	VPS4B	0.00116666886914172	poly	6	0.005	AFHI
ENSG00000171307.14	ZDHHC16	0.00117454361786131	sigmoid	2	0.1	AFHI
ENSG00000013810.14	TACC3	0.00117481629448954	poly	6	0.005	AFHI
ENSG00000116213.11	WRAP73	0.00118008430334706	sigmoid	2	0.1	AFHI
ENSG00000132330.12	SCLY	0.00118511342054703	sigmoid	2	0.1	AFHI
ENSG00000106245.5	BUD31	0.00119320025590817	poly	7	0.001	AFHI
ENSG00000171608.11	PIK3CD	0.00119798047566078	poly	4	0.01	AFHI
ENSG00000184056.10	VPS33B	0.00120400297669461	poly	3	0.05	AFHI
ENSG00000110422.7	HIPK3	0.00120415473317637	poly	3	0.05	AFHI
ENSG00000223547.5	ZNF844	0.00120980400661521	linear	2	1e-04	AFHI
ENSG00000183530.9	PRR14L	0.00121380519923817	poly	5	0.01	AFHI
ENSG00000082014.12	SMARCD3	0.0012207610800214	poly	7	0.005	AFHI
ENSG00000130545.11	CRB3	0.00122179725123339	poly	2	0.1	AFHI
ENSG00000246705.3	H2AFJ	0.00122554536464607	poly	2	0.05	AFHI
ENSG00000128340.10	RAC2	0.0012469589876323	rbf	2	0.1	AFHI
ENSG00000143771.7	CNIH4	0.00124914183226514	poly	3	0.1	AFHI
ENSG00000111785.14	RIC8B	0.00125039220198129	sigmoid	2	0.1	AFHI
ENSG00000167553.10	TUBA1C	0.0012586948687437	poly	3	0.01	AFHI
ENSG00000186298.7	PPP1CC	0.00126585315276342	poly	4	0.005	AFHI
ENSG00000169410.5	PTPN9	0.00127080205700809	sigmoid	2	0.1	AFHI
ENSG00000197872.7	FAM49A	0.00127122035714122	poly	7	0.01	AFHI
ENSG00000127220.5	ABHD8	0.00128710828377432	rbf	2	0.05	AFHI
ENSG00000118873.10	RAB3GAP2	0.00129066981561949	poly	2	0.05	AFHI
ENSG00000133422.7	MORC2	0.00131015458835784	sigmoid	2	0.5	AFHI
ENSG00000262814.2	MRPL12	0.00131353932321807	rbf	2	0.05	AFHI
ENSG00000105127.3	AKAP8	0.00135000953513764	poly	7	5e-04	AFHI
ENSG00000020129.11	NCDN	0.00136048418265258	sigmoid	2	0.1	AFHI
ENSG00000135519.6	KCNH3	0.00136677344548786	rbf	2	0.1	AFHI
ENSG00000164051.9	CCDC51	0.00137159443996833	rbf	2	0.1	AFHI
ENSG00000112308.8	C6orf62	0.00138470258402681	poly	6	0.005	AFHI
ENSG00000146083.7	RNF44	0.00139208994980855	rbf	2	0.1	AFHI
ENSG00000174915.7	PTDSS2	0.00140454980344964	rbf	2	0.1	AFHI
ENSG00000063176.11	SPHK2	0.00140471058336176	sigmoid	2	0.5	AFHI
ENSG00000104312.6	RIPK2	0.00140757292196909	linear	2	1e-04	AFHI
ENSG00000156990.10	RPUSD3	0.00143186749388153	poly	2	0.1	AFHI
ENSG00000197363.5	ZNF517	0.00143226293729068	poly	3	0.01	AFHI
ENSG00000177685.12	EFCAB4A	0.00145240456870694	poly	7	0.001	AFHI
ENSG00000139514.8	SLC7A1	0.00145666948012189	sigmoid	2	0.1	AFHI
ENSG00000162746.10	FCRLB	0.00145871496417005	poly	4	0.05	AFHI
ENSG00000162851.6	TFB2M	0.00146777481661216	sigmoid	2	0.1	AFHI
ENSG00000139921.8	TMX1	0.00147106814899225	sigmoid	2	0.5	AFHI
ENSG00000160271.10	RALGDS	0.0014787928631343	poly	6	0.005	AFHI
ENSG00000111885.5	MAN1A1	0.00148771887254822	sigmoid	2	0.1	AFHI
ENSG00000167130.13	DOLPP1	0.00149364652818478	linear	2	1e-04	AFHI
ENSG00000115514.7	TXNDC9	0.00149836039930848	poly	2	0.05	AFHI
ENSG00000168216.6	LMBRD1	0.00150969808714989	rbf	2	0.05	AFHI
ENSG00000139726.6	DENR	0.00151209595564203	poly	4	0.005	AFHI
ENSG00000157349.11	DDX19B	0.00151930113212877	poly	6	0.01	AFHI
ENSG00000023902.9	PLEKHO1	0.00151943257334464	sigmoid	2	0.1	AFHI
ENSG00000172301.6	COPRS	0.00153119629248963	rbf	2	0.05	AFHI
ENSG00000043093.9	DCUN1D1	0.00153164439363389	poly	4	0.05	AFHI
ENSG00000121022.9	COPS5	0.00155266235577203	poly	4	0.01	AFHI
ENSG00000107951.7	MTPAP	0.00155363282858678	sigmoid	2	0.5	AFHI
ENSG00000124942.9	AHNAK	0.00155662774084564	poly	5	0.01	AFHI
ENSG00000155366.11	RHOC	0.00156932262283944	sigmoid	2	0.1	AFHI
ENSG00000163637.7	PRICKLE2	0.00157121764794328	rbf	2	0.1	AFHI
ENSG00000106546.8	AHR	0.00157235798286284	rbf	2	0.1	AFHI
ENSG00000171241.4	SHCBP1	0.00157435318526373	poly	5	0.1	AFHI
ENSG00000153575.6	TUBGCP5	0.00158027181932718	sigmoid	2	1	AFHI
ENSG00000109458.4	GAB1	0.00159948859412449	poly	3	0.005	AFHI
ENSG00000134825.9	TMEM258	0.00160952122128593	poly	4	0.01	AFHI
ENSG00000173207.8	CKS1B	0.00161778862283954	rbf	2	0.05	AFHI
ENSG00000112033.9	PPARD	0.00164588759843989	poly	5	0.01	AFHI
ENSG00000011243.12	AKAP8L	0.00167013728555909	poly	6	0.005	AFHI
ENSG00000100324.9	TAB1	0.00168133789515224	sigmoid	2	0.1	AFHI
ENSG00000141127.10	PRPSAP2	0.00168471092889746	sigmoid	2	0.5	AFHI
ENSG00000134490.9	TMEM241	0.00169352257018245	sigmoid	2	1	AFHI
ENSG00000100426.5	ZBED4	0.00170795112469864	poly	4	0.005	AFHI
ENSG00000106367.9	AP1S1	0.00171562187750205	sigmoid	2	0.5	AFHI
ENSG00000174943.5	KCTD13	0.00171678241318156	rbf	2	0.05	AFHI
ENSG00000158882.8	TOMM40L	0.00173165648359956	sigmoid	2	0.5	AFHI
ENSG00000100532.7	CGRRF1	0.00173361794895812	poly	6	0.005	AFHI
ENSG00000162599.11	NFIA	0.00174997461866939	poly	2	0.05	AFHI
ENSG00000144445.11	KANSL1L	0.00175002131309465	poly	7	0.005	AFHI
ENSG00000155099.3	TMEM55A	0.00176328400430628	sigmoid	2	0.5	AFHI
ENSG00000148187.12	MRRF	0.00176571123957063	rbf	2	0.05	AFHI
ENSG00000036054.8	TBC1D23	0.00176694893167448	sigmoid	2	0.5	AFHI
ENSG00000069943.5	PIGB	0.00177458588740604	poly	5	0.01	AFHI
ENSG00000078237.4	C12orf5	0.00177674873228852	poly	7	0.01	AFHI
ENSG00000104408.5	EIF3E	0.00177803414909532	sigmoid	2	0.1	AFHI
ENSG00000103423.9	DNAJA3	0.00179523728522779	poly	7	5e-04	AFHI
ENSG00000137074.14	APTX	0.00179597293215581	rbf	2	0.1	AFHI
ENSG00000151176.3	PLBD2	0.00180380745866442	poly	7	0.01	AFHI
ENSG00000165629.15	ATP5C1	0.00181527042992131	poly	7	0.005	AFHI
ENSG00000170542.5	SERPINB9	0.00181565921558651	poly	7	0.01	AFHI
ENSG00000170315.9	UBB	0.0018276485996056	poly	7	0.005	AFHI
ENSG00000151287.12	TEX30	0.00183870871920508	poly	5	0.005	AFHI
ENSG00000151502.6	VPS26B	0.00183920687649841	sigmoid	2	0.1	AFHI
ENSG00000114127.6	XRN1	0.00184090108025214	poly	2	0.01	AFHI
ENSG00000196584.2	XRCC2	0.0018409040735907	poly	7	0.005	AFHI
ENSG00000204257.10	HLA-DMA	0.00184435904437685	sigmoid	2	0.5	AFHI
ENSG00000184209.14	SNRNP35	0.00184624013142365	rbf	2	0.05	AFHI
ENSG00000105202.3	FBL	0.00185166020004306	poly	7	0.005	AFHI
ENSG00000139675.10	HNRNPA1L2	0.00185274099671164	sigmoid	2	0.1	AFHI
ENSG00000103253.13	HAGHL	0.00185799755949272	sigmoid	2	0.1	AFHI
ENSG00000105427.5	CNFN	0.00186634726968777	rbf	2	0.1	AFHI
ENSG00000105519.8	CAPS	0.00186845869947099	sigmoid	2	0.1	AFHI
ENSG00000108424.5	KPNB1	0.00187148942056448	rbf	2	0.1	AFHI
ENSG00000172831.7	CES2	0.00187287855328149	sigmoid	2	0.1	AFHI
ENSG00000164885.8	CDK5	0.00187802723171577	poly	7	0.005	AFHI
ENSG00000188827.6	SLX4	0.00188384869580722	poly	7	0.01	AFHI
ENSG00000159189.7	C1QC	0.00188530135933387	sigmoid	2	0.5	AFHI
ENSG00000132781.12	MUTYH	0.00188965330300574	poly	2	0.1	AFHI
ENSG00000162980.12	ARL5A	0.00189253408121808	poly	2	0.05	AFHI
ENSG00000122565.14	CBX3	0.00190799182517098	poly	2	0.05	AFHI
ENSG00000198736.7	MSRB1	0.00191090996078662	poly	3	0.05	AFHI
ENSG00000164649.15	CDCA7L	0.0019226401238394	poly	7	0.01	AFHI
ENSG00000198408.9	MGEA5	0.00193652328426401	poly	7	0.001	AFHI
ENSG00000129194.3	SOX15	0.00195351242208983	poly	6	0.005	AFHI
ENSG00000140044.8	JDP2	0.00195449717772576	sigmoid	2	0.5	AFHI
ENSG00000158481.8	CD1C	0.0019601756851821	poly	7	0.005	AFHI
ENSG00000205609.8	EIF3CL	0.00197079268553311	rbf	2	0.5	AFHI
ENSG00000162613.12	FUBP1	0.00198064791226185	poly	7	0.01	AFHI
ENSG00000113532.8	ST8SIA4	0.00200361735183638	rbf	2	0.1	AFHI
ENSG00000106299.7	WASL	0.00200490930377968	poly	4	0.01	AFHI
ENSG00000182810.5	DDX28	0.00200949983961098	sigmoid	2	0.5	AFHI
ENSG00000072954.2	TMEM38A	0.00201339030632126	poly	7	0.005	AFHI
ENSG00000152229.14	PSTPIP2	0.00203405867956341	sigmoid	2	0.1	AFHI
ENSG00000198821.6	CD247	0.00203412591864214	sigmoid	2	0.5	AFHI
ENSG00000137575.7	SDCBP	0.00203740703035693	poly	7	0.01	AFHI
ENSG00000187474.4	FPR3	0.00203896215541186	rbf	2	0.1	AFHI
ENSG00000120334.11	CENPL	0.00205848949619947	poly	5	0.01	AFHI
ENSG00000136271.6	DDX56	0.00207066828270028	poly	7	0.005	AFHI
ENSG00000108270.6	AATF	0.00207579150448836	rbf	2	0.05	AFHI
ENSG00000222040.3	ADRA2B	0.00208913417660885	poly	6	0.001	AFHI
ENSG00000175756.9	AURKAIP1	0.00209036641940807	poly	2	0.005	AFHI
ENSG00000172667.6	ZMAT3	0.0021065742945952	poly	6	0.01	AFHI
ENSG00000139433.5	GLTP	0.00210664304185166	poly	3	0.01	AFHI
ENSG00000132604.6	TERF2	0.00211051468396581	poly	4	0.01	AFHI
ENSG00000134287.4	ARF3	0.00211383430716845	sigmoid	2	0.1	AFHI
ENSG00000196642.10	RABL6	0.00211403284551734	linear	2	1e-04	AFHI
ENSG00000180871.3	CXCR2	0.00212493883643738	sigmoid	2	0.5	AFHI
ENSG00000008517.12	IL32	0.00213093603492331	sigmoid	2	0.1	AFHI
ENSG00000010322.11	NISCH	0.00213706426522748	poly	5	0.01	AFHI
ENSG00000121964.9	GTDC1	0.00214347096092404	sigmoid	2	0.1	AFHI
ENSG00000114062.13	UBE3A	0.00214763835856937	rbf	2	0.1	AFHI
ENSG00000173153.9	ESRRA	0.00216890580846538	rbf	2	0.05	AFHI
ENSG00000123352.13	SPATS2	0.00217046044965117	sigmoid	2	0.05	AFHI
ENSG00000150782.7	IL18	0.00217695671368283	poly	6	0.005	AFHI
ENSG00000160404.13	TOR2A	0.0021840811636989	poly	3	0.01	AFHI
ENSG00000215695.1	RSC1A1	0.00218633523694149	poly	6	0.005	AFHI
ENSG00000158987.15	RAPGEF6	0.00218814945546901	poly	7	0.001	AFHI
ENSG00000114902.9	SPCS1	0.00219473458429458	sigmoid	2	0.1	AFHI
ENSG00000161031.8	PGLYRP2	0.00219531264132939	rbf	2	0.5	AFHI
ENSG00000123143.8	PKN1	0.0021964232113312	poly	5	0.005	AFHI
ENSG00000166949.11	SMAD3	0.00219983404185917	poly	5	0.01	AFHI
ENSG00000143952.14	VPS54	0.00220343130573173	sigmoid	2	0.1	AFHI
ENSG00000132153.10	DHX30	0.00221587756894646	sigmoid	2	0.1	AFHI
ENSG00000124641.10	MED20	0.00222712036973387	sigmoid	2	0.1	AFHI
ENSG00000214736.3	TOMM6	0.00222830173640993	poly	2	0.05	AFHI
ENSG00000028528.10	SNX1	0.00224766575732021	poly	7	5e-04	AFHI
ENSG00000110713.11	NUP98	0.0022579802379495	sigmoid	2	0.5	AFHI
ENSG00000152503.5	TRIM36	0.00227203812615036	sigmoid	2	0.5	AFHI
ENSG00000173928.2	SWSAP1	0.00228260421581941	rbf	2	0.1	AFHI
ENSG00000120662.11	MTRF1	0.00229017988564046	poly	3	0.01	AFHI
ENSG00000123992.14	DNPEP	0.00230835001175669	rbf	2	0.1	AFHI
ENSG00000110107.4	PRPF19	0.00232187254021965	poly	6	0.01	AFHI
ENSG00000077044.5	DGKD	0.00232866285962585	poly	7	0.01	AFHI
ENSG00000132003.5	ZSWIM4	0.00232889087419192	sigmoid	2	0.1	AFHI
ENSG00000198265.7	HELZ	0.00234122847520319	sigmoid	2	0.5	AFHI
ENSG00000162772.12	ATF3	0.00234429272033567	poly	3	0.05	AFHI
ENSG00000215305.5	VPS16	0.00234976012020369	poly	3	0.01	AFHI
ENSG00000169689.10	STRA13	0.00235406221556878	sigmoid	2	0.05	AFHI
ENSG00000140718.14	FTO	0.00235494968475014	poly	7	0.01	AFHI
ENSG00000100150.11	DEPDC5	0.00236242944410383	sigmoid	2	0.1	AFHI
ENSG00000178896.6	EXOSC4	0.00236777441479692	poly	7	0.001	AFHI
ENSG00000143933.11	CALM2	0.00238409533082113	poly	2	0.05	AFHI
ENSG00000196172.8	ZNF681	0.00239161765661537	sigmoid	2	0.5	AFHI
ENSG00000173221.9	GLRX	0.00239649046654027	poly	7	0.005	AFHI
ENSG00000143801.12	PSEN2	0.00239680002632234	rbf	2	0.05	AFHI
ENSG00000052723.7	SIKE1	0.00239889502300548	poly	7	0.01	AFHI
ENSG00000112118.13	MCM3	0.00240367820224632	sigmoid	2	0.1	AFHI
ENSG00000175416.8	CLTB	0.00240432116491049	rbf	2	0.1	AFHI
ENSG00000132763.10	MMACHC	0.00242074709134654	sigmoid	2	0.1	AFHI
ENSG00000118680.8	MYL12B	0.00242636052794716	poly	7	0.001	AFHI
ENSG00000184900.11	SUMO3	0.00243545684599566	poly	6	0.005	AFHI
ENSG00000158296.9	SLC13A3	0.00243627048986033	poly	6	0.01	AFHI
ENSG00000174238.10	PITPNA	0.00243907620651551	poly	3	0.005	AFHI
ENSG00000165102.10	HGSNAT	0.00244738283829786	poly	6	0.005	AFHI
ENSG00000196396.5	PTPN1	0.00245011784249634	rbf	2	0.5	AFHI
ENSG00000068028.13	RASSF1	0.00245526110442968	poly	7	0.001	AFHI
ENSG00000139437.13	TCHP	0.00245780137617821	poly	3	0.05	AFHI
ENSG00000182544.8	MFSD5	0.0024626285166903	rbf	2	0.1	AFHI
ENSG00000127774.6	EMC6	0.00248288898048619	poly	3	0.05	AFHI
ENSG00000134748.12	PRPF38A	0.00248810641018331	poly	7	0.005	AFHI
ENSG00000092847.6	AGO1	0.00248987415533322	poly	4	0.01	AFHI
ENSG00000243989.3	ACY1	0.00249022594540647	poly	5	0.05	AFHI
ENSG00000172053.10	QARS	0.00249782063549688	poly	6	0.001	AFHI
ENSG00000183784.5	C9orf66	0.00250511437849119	poly	4	0.01	AFHI
ENSG00000143294.10	PRCC	0.00250535836819179	rbf	2	0.05	AFHI
ENSG00000205572.5	SERF1B	0.00252124957056019	rbf	2	0.5	AFHI
ENSG00000008282.3	SYPL1	0.00252678037378238	sigmoid	2	0.1	AFHI
ENSG00000125648.10	SLC25A23	0.00252857649115712	poly	5	0.005	AFHI
ENSG00000174013.7	FBXO45	0.00253628306804115	poly	7	0.001	AFHI
ENSG00000145022.4	TCTA	0.00253637590557583	sigmoid	2	0.05	AFHI
ENSG00000026950.12	BTN3A1	0.00253735561239867	rbf	2	0.1	AFHI
ENSG00000120696.8	KBTBD7	0.002538100379529	sigmoid	2	0.1	AFHI
ENSG00000196504.11	PRPF40A	0.00254143603282564	poly	7	0.005	AFHI
ENSG00000159086.10	PAXBP1	0.00254441021728409	sigmoid	2	0.5	AFHI
ENSG00000166997.3	CNPY4	0.00254691856625913	linear	2	1e-04	AFHI
ENSG00000138768.10	USO1	0.00256780886258081	sigmoid	2	0.1	AFHI
ENSG00000188785.7	ZNF548	0.00257816429458708	poly	7	0.01	AFHI
ENSG00000084070.7	SMAP2	0.00258264856853128	sigmoid	2	0.5	AFHI
ENSG00000168970.15	JMJD7-PLA2G4B	0.00258286255427256	sigmoid	2	0.1	AFHI
ENSG00000100441.5	KHNYN	0.00258619044327939	poly	3	0.1	AFHI
ENSG00000239306.3	RBM14	0.00259020941031496	poly	5	0.005	AFHI
ENSG00000257949.2	TEN1	0.00259123095573699	sigmoid	2	0.1	AFHI
ENSG00000114796.10	KLHL24	0.00259541054442032	sigmoid	2	0.1	AFHI
ENSG00000196937.6	FAM3C	0.00259796272732447	rbf	2	0.1	AFHI
ENSG00000156253.2	RWDD2B	0.00260002652122617	sigmoid	2	0.5	AFHI
ENSG00000162645.8	GBP2	0.00260205954104202	sigmoid	2	0.5	AFHI
ENSG00000026652.9	AGPAT4	0.00260344932491212	sigmoid	2	0.5	AFHI
ENSG00000132376.15	INPP5K	0.00260363547764046	linear	2	1e-04	AFHI
ENSG00000149716.8	ORAOV1	0.0026046221285241	sigmoid	2	0.5	AFHI
ENSG00000196967.6	ZNF585A	0.00261638458409186	rbf	2	0.1	AFHI
ENSG00000188042.5	ARL4C	0.00262913392875401	linear	2	1e-04	AFHI
ENSG00000071894.10	CPSF1	0.00265092649119709	rbf	2	0.1	AFHI
ENSG00000172794.15	RAB37	0.00265637133622396	poly	6	0.005	AFHI
ENSG00000128245.10	YWHAH	0.00266157909025968	rbf	2	0.1	AFHI
ENSG00000179364.9	PACS2	0.00267034427155448	sigmoid	2	0.5	AFHI
ENSG00000159131.12	GART	0.00268386841742076	sigmoid	2	0.1	AFHI
ENSG00000144560.9	VGLL4	0.00269014434599542	sigmoid	2	0.1	AFHI
ENSG00000138448.7	ITGAV	0.00269505274739381	poly	5	0.005	AFHI
ENSG00000138686.5	BBS7	0.00269737533690917	rbf	2	0.1	AFHI
ENSG00000052802.8	MSMO1	0.00271269654767061	sigmoid	2	0.1	AFHI
ENSG00000127527.9	EPS15L1	0.00271525110024726	poly	7	0.001	AFHI
ENSG00000135775.8	COG2	0.00271650462865336	poly	2	0.05	AFHI
ENSG00000109133.8	TMEM33	0.00272121683859023	poly	4	0.05	AFHI
ENSG00000062194.11	GPBP1	0.00272335564281281	rbf	2	0.1	AFHI
ENSG00000159147.12	DONSON	0.00272425586689682	sigmoid	2	0.1	AFHI
ENSG00000101577.5	LPIN2	0.00272920810625901	rbf	2	0.5	AFHI
